MPID,name.x,constituency,Hluttaw,committee.x,position,
LWMP-02-0011,ဦးမန်းညွန့်သိန်း,ပန်းတနော်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် သယံဇာတနှင့် သဘာဝပတ်ဝန်းကျင်ထိန်းသိမ်းရေးဆိုင်ရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0283,ဦးရည်မွန်(ခ)မောင်တင်သစ်,ပုဗ္ဗသီရိမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် သယံဇာတနှင့် သဘာဝပတ်ဝန်းကျင်ထိန်းသိမ်းရေးဆိုင်ရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0142,ဦးအောင်နိုင်(ခ)နိုင်ငံကျော်,မိုးကုတ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် သယံဇာတနှင့် သဘာဝပတ်ဝန်းကျင်ထိန်းသိမ်းရေးဆိုင်ရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0046,ဒေါ်မြခွာညိုဦး,ရွှေတောင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် သယံဇာတနှင့် သဘာဝပတ်ဝန်းကျင်ထိန်းသိမ်းရေးဆိုင်ရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0206,ဦးသက်နောင်,လဟယ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် သယံဇာတနှင့် သဘာဝပတ်ဝန်းကျင်ထိန်းသိမ်းရေးဆိုင်ရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0268,ဒေါ်တင်တင်ရီ,ကျွန်းစုမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် အစိုးရ၏ အာမခံချက်များ၊ ကတိများ၊ တာဝန်ခံများ စိစစ်ရေး ကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0028,ဦးခင်မောင်ဦး,ကျောက်တံခါးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် အစိုးရ၏ အာမခံချက်များ၊ ကတိများ၊ တာဝန်ခံများ စိစစ်ရေး ကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0183,ဒေါက်တာဝင်းအောင်,ခင်ဦးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် အစိုးရ၏ အာမခံချက်များ၊ ကတိများ၊ တာဝန်ခံများ စိစစ်ရေး ကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0124,ဦးမျိုးနိုင်,ချမ်းအေးသာစံမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် အစိုးရ၏ အာမခံချက်များ၊ ကတိများ၊ တာဝန်ခံများ စိစစ်ရေး ကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0064,ဦးဇုန်းတိန့်,ချီဖွေမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် အစိုးရ၏ အာမခံချက်များ၊ ကတိများ၊ တာဝန်ခံများ စိစစ်ရေး ကော်မတီ,အတွင်းရေးမှူး,
LWMP-02-0223,ဦးစိုင်းမောင်ပွင့်(ခ)ဦးအောင်ပွင့်,တန့်ယန်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် အစိုးရ၏ အာမခံချက်များ၊ ကတိများ၊ တာဝန်ခံများ စိစစ်ရေး ကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0058,ဒေါ်နီရွှေလျန်း,ထန်တလန်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် အစိုးရ၏ အာမခံချက်များ၊ ကတိများ၊ တာဝန်ခံများ စိစစ်ရေး ကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0229,ဦးဝင်းထူး,နမ့်ဆန်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် အစိုးရ၏ အာမခံချက်များ၊ ကတိများ၊ တာဝန်ခံများ စိစစ်ရေး ကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0109,ဦးထွန်းထွန်း,ပွင့်ဖြူမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် အစိုးရ၏ အာမခံချက်များ၊ ကတိများ၊ တာဝန်ခံများ စိစစ်ရေး ကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0072,ဦးအောင်သိန်း,ဗန်းမော်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် အစိုးရ၏ အာမခံချက်များ၊ ကတိများ၊ တာဝန်ခံများ စိစစ်ရေး ကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0092,ဒေါ်နန်းသန်းသန်းလွင်,ဘားအံမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် အစိုးရ၏ အာမခံချက်များ၊ ကတိများ၊ တာဝန်ခံများ စိစစ်ရေး ကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0315,ဒေါက်တာမေဝင်းမြင့်,မရမ်းကုန်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် အစိုးရ၏ အာမခံချက်များ၊ ကတိများ၊ တာဝန်ခံများ စိစစ်ရေး ကော်မတီ,ဥက္ကဋ္ဌ,
LWMP-02-0140,ဦးငြိမ်းသစ်(ခ)ဦးသောင်းထွန်း,မဟာအောင်မြေမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် အစိုးရ၏ အာမခံချက်များ၊ ကတိများ၊ တာဝန်ခံများ စိစစ်ရေး ကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0173,ဒေါ်ခင်စောဝေ,ရသေ့တောင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် အစိုးရ၏ အာမခံချက်များ၊ ကတိများ၊ တာဝန်ခံများ စိစစ်ရေး ကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0213,ဦးစတီဖန်,ကျိုင်းတုံမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဥပဒေကြမ်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0160,ဦးဘရှိန်,ကျောက်ဖြူမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဥပဒေကြမ်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0105,ဦးမင်းသိန်း,တောင်တွင်းကြီးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဥပဒေကြမ်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0301,ဦးနေမျိုးထွန်း,ထန်းတပင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဥပဒေကြမ်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0301,ဦးဇော်ဝင်း,ထန်းတပင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဥပဒေကြမ်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0271,ဦးအောင်စိန်,ထားဝယ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဥပဒေကြမ်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0231,ဦးထွန်းအောင်(ခ)ဦးထွန်းထွန်းဟိန်,နောင်ချိုမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဥပဒေကြမ်းကော်မတီ,ဥက္ကဋ္ဌ,
LWMP-02-0134,ဦးကျော်စိုးလင်း,ပြည်ကြီးတံခွန်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဥပဒေကြမ်းကော်မတီ,အတွင်းရေးမှူး,
LWMP-02-0012,ဦးဝေလှိုင်ထွန်း,ပုသိမ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဥပဒေကြမ်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0062,ဦးပါထန်း,မတူပီမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဥပဒေကြမ်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0200,ဦးဌေးငွေ,မြောင်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဥပဒေကြမ်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0255,ဦးစိုင်းဖိုးမြတ်,မူဆယ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဥပဒေကြမ်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0158,ဒေါ်မာမာခိုင်,သထုံမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဥပဒေကြမ်းကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0327,ဒေါက်တာဦးဝေဖြိုးအောင်,သာကေတမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော် ဥပဒေကြမ်းကော်မတီ,အဖွဲ့ဝင်,
,ဗိုလ်မှူးကြီးအောင်သီဟ,,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော်တောင်သူသမားနှင့် အလုပ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0176,ဦးထွန်းထွန်းနိုင်,ကနီမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော်တောင်သူသမားနှင့် အလုပ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0001,ဦးရွှေလှကြိုင်,ကန်ကြီးထောင့်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော်တောင်သူသမားနှင့် အလုပ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0004,ဦးသိန်းထွန်း,ကျောင်းကုန်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော်တောင်သူသမားနှင့် အလုပ်သမားရေးရာကော်မတီ,အတွင်းရေးမှူး,
LWMP-02-0089,ဦးစောတင်ဝင်း,ကြာအင်းဆိပ်ကြီးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော်တောင်သူသမားနှင့် အလုပ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0299,ဦးကျော်မြင့်,တိုက်ကြီးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော်တောင်သူသမားနှင့် အလုပ်သမားရေးရာကော်မတီ,ဥက္ကဋ္ဌ,
LWMP-02-0163,ဒေါ်နီနီမေမြင့်,တောင်ကုတ်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော်တောင်သူသမားနှင့် အလုပ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0106,ဦးမြတ်လေးဦး,ထီးလင်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော်တောင်သူသမားနှင့် အလုပ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0136,ဦးဇော်မင်းလွင်,မတ္တရာမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော်တောင်သူသမားနှင့် အလုပ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0239,ဦးအောင်မြင့်ရှိန်,မဘိမ်းမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော်တောင်သူသမားနှင့် အလုပ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0168,ဦးဖေသန်း,မြေပုံမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော်တောင်သူသမားနှင့် အလုပ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0044,ဦးကျော်မျိုးမင်း,မိုးညိုမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော်တောင်သူသမားနှင့် အလုပ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0259,ဦးစိုင်းဘသိန်း,လင်းခေးမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော်တောင်သူသမားနှင့် အလုပ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0021,ဦးဇော်မင်းသိန်း,လေးမျက်နှာမဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော်တောင်သူသမားနှင့် အလုပ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
LWMP-02-0080,ဦးလဂန်ဇယ်ဂျုံး,ဝိုင်းမော်မဲဆန္ဒနယ်,ပြည်သူ့လွှတ်တော်,ပြည်သူ့လွှတ်တော်တောင်သူသမားနှင့် အလုပ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0064,ဦးစောယှားဖောင်အွာ,ကရင်-12,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ရေလုပ်ငန်းဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0033,ဦးကျင့်ခန့်ပေါင်,ချင်း-6,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ရေလုပ်ငန်းဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0122,ဦးတင်မောင်ဝင်း,စစ်ကိုင်း-10,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ရေလုပ်ငန်းဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0148,ဦးခင်မျိုးဝင်း,တနင်္သာရီ-12,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ရေလုပ်ငန်းဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0015,ဒေါက်တာဝင်းမြင့်,ပဲခူး-11,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ရေလုပ်ငန်းဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အတွင်းရေးမှူး,
UPMP-02-0073,ဦးလှဆန်း,မကွေး-1,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ရေလုပ်ငန်းဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0077,ဦးခင်ဝင်း,မကွေး-2,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ရေလုပ်ငန်းဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0079,ဦးအောင်ကြည်ညွန့်,မကွေး-4,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ရေလုပ်ငန်းဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,ဥက္ကဋ္ဌ,
UPMP-02-0092,ဦးအောင်မျိုးလတ်,မန္တလေး-5,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ရေလုပ်ငန်းဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0102,ဦးခင်ဇော်ဦး,မွန်-3,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ရေလုပ်ငန်းဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0110,ဦးကျော်သန်း,ရခိုင်-10,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ရေလုပ်ငန်းဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0160,ဦးကျော်နိုင်,ရန်ကုန်-12,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ရေလုပ်ငန်းဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0143,ဒေါ်မမလေး,ရှမ်း-8,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ရေလုပ်ငန်းဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0012,မန်းတိုးရွှေ,ဧရာဝတီ-9,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် စိုက်ပျိုးရေး၊ မွေးမြူရေးနှင့် ရေလုပ်ငန်းဖွံ့ဖြိုးတိုးတက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0043,ဦးနောင်နဂျတန်,ကချင်-4,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တောင်သူလယ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0054,ဦးဘော်ရယ်စိုးဝေ,ကယား-3,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တောင်သူလယ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0063,ဒေါ်နော်ဆာမူထူး,ကရင်-11,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တောင်သူလယ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0125,ဦးအောင်မျိုး,စစ်ကိုင်း-2,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တောင်သူလယ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0149,ဦးသက်နိုင်စိုး,တနင်္သာရီ-2,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တောင်သူလယ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0075,ဦးကျော်ဆွေ,မကွေး-11,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တောင်သူလယ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0087,ဦးစိုးအောင်,မန္တလေး-11,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တောင်သူလယ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0102,ဦးခင်ဇော်ဦး,မွန်-3,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တောင်သူလယ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0103,ဦးလင်းတင်ဌေး,မွန်-4,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တောင်သူလယ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0112,ဦးစိုးဝင်း,ရခိုင်-12,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တောင်သူလယ်သမားရေးရာကော်မတီ,အတွင်းရေးမှူး,
UPMP-02-0113,ဦးတက်ထွန်းအောင်,ရခိုင်-2,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တောင်သူလယ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0164,ဦးဘမျိုးသိန်း,ရန်ကုန်-5,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တောင်သူလယ်သမားရေးရာကော်မတီ,ဥက္ကဋ္ဌ,
UPMP-02-0142,ဦးစိုင်းလုံစံခတ်,ရှမ်း-7,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တောင်သူလယ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0012,မန်းတိုးရွှေ,ဧရာဝတီ-9,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တောင်သူလယ်သမားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0041,​ဒေါ်ရှီလာနန်တောင်(ခ)အမ်နန်တောင်,ကချင်-2,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တိုင်းရင်းသားရေးရာကော်မတီ,ဥက္ကဋ္ဌ,
UPMP-02-0044,ဦးဇခုန်တိန့်ယိန်း,ကချင်-5,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တိုင်းရင်းသားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0055,ဦးစောစိန်ထွန်း,ကယား-4,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တိုင်းရင်းသားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0072,ဦးစောဘီစံသိန်းမြင့်,ကရင်-9,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တိုင်းရင်းသားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0025,ဦးငွန်ဟေး,ချင်း-1,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တိုင်းရင်းသားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0127,ဦးလှဦး,စစ်ကိုင်း-4,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တိုင်းရင်းသားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0147,​ဒေါက်တာခင်မောင်ဝင်း,တနင်္သာရီ-11,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တိုင်းရင်းသားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0077,ဦးခင်ဝင်း,မကွေး-2,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တိုင်းရင်းသားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0100,​ဒေါ်သီရိရတနာ,မွန်-12,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တိုင်းရင်းသားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0106,ဦးနိုင်သီဟ,မွန်-7,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တိုင်းရင်းသားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0120,ဦးမောင်ကျော်ဇံ,ရခိုင်-9,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တိုင်းရင်းသားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0136,ဦးစိုင်းစံအောင်,ရှမ်း-12,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တိုင်းရင်းသားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0143,​ဒေါ်မမလေး,ရှမ်း-8,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တိုင်းရင်းသားရေးရာကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0144,ဦးခွန်သိန်းဖေ,ရှမ်း-9,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် တိုင်းရင်းသားရေးရာကော်မတီ,အတွင်းရေးမှူး,
UPMP-02-0037,ဦးဂျေယောဝူ,ကချင်-1,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံတကာဆက်ဆံရေး၊ လွှတ်တော်ချင်းချစ်ကြည်ရေးနှင့် ပူးပေါင်းဆောင်ရွက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0040,ဦးနိုင်ကိုကို,ကချင်-12,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံတကာဆက်ဆံရေး၊ လွှတ်တော်ချင်းချစ်ကြည်ရေးနှင့် ပူးပေါင်းဆောင်ရွက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0067,ဒေါ်နန်းမိုးမိုးထွေး,ကရင်-4,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံတကာဆက်ဆံရေး၊ လွှတ်တော်ချင်းချစ်ကြည်ရေးနှင့် ပူးပေါင်းဆောင်ရွက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0132,ဦးမောင်မောင်လတ်,စစ်ကိုင်း-9,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံတကာဆက်ဆံရေး၊ လွှတ်တော်ချင်းချစ်ကြည်ရေးနှင့် ပူးပေါင်းဆောင်ရွက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0154,ဦးဇော်ဟိန်း,တနင်္သာရီ-7,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံတကာဆက်ဆံရေး၊ လွှတ်တော်ချင်းချစ်ကြည်ရေးနှင့် ပူးပေါင်းဆောင်ရွက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0015,ဒေါက်တာဝင်းမြင့်,ပဲခူး-11,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံတကာဆက်ဆံရေး၊ လွှတ်တော်ချင်းချစ်ကြည်ရေးနှင့် ပူးပေါင်းဆောင်ရွက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0078,ဦးချစ်ထွေး,မကွေး-3,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံတကာဆက်ဆံရေး၊ လွှတ်တော်ချင်းချစ်ကြည်ရေးနှင့် ပူးပေါင်းဆောင်ရွက်ရေးကော်မတီ,အဖွဲ့ဝင်,
UPMP-02-0085,ဒေါက်တာသန်းဝင်း,မန္တလေး-1,အမျိုးသားလွှတ်တော်,အမျိုးသားလွှတ်တော် နိုင်ငံတကာဆက်ဆံရေး၊ လွှတ်တော်ချင်းချစ်ကြည်ရေးနှင့် ပူးပေါင်းဆောင်ရွက်ရေးကော်မတီ,ဥက္ကဋ္ဌ,
